CMx,CMx_ci,CMy,CMy_ci,CMz,CMz_ci,aoa
0.004371574755901109,0.028699306000113577,0.018527459651299823,0.028260843138296778,0.021066969894473143,0.02717792869882119,-11.568121157001665
-0.007554985730460375,0.03603923375681461,0.011479520794948775,0.032500454158528036,0.0007557085465564785,0.03250684102112148,-6.099059501611582
-0.01589885645240725,0.037171452190455985,-0.0033093115303550855,0.034199665537378354,-0.007595758210830116,0.03187386928945628,-1.9996385577164184
-0.010013043068871316,0.03258227092278363,-0.04080616247386695,0.028847370278826442,0.012364503754089384,0.0280588394174328,-1.3348199670846914
-0.025861816746226774,0.02248445417259693,0.030873860780618524,0.02842838538894572,0.014025129707412688,0.021056128693318382,3.0810784665258444
-0.022140752532561207,0.01564500690840606,0.014422494543669442,0.014515916095534376,0.02297361958501147,0.01314741106786984,5.412846420261046
-0.03128243402786345,0.026656226867351553,0.05637255414458888,0.030839598567949735,0.01789912633501777,0.022990389749415155,7.350324457982788
-0.023363565917120015,0.030224035077201047,0.03928595509095769,0.033845147885825204,0.02518419107423309,0.02435512183713447,9.382433604529174
-0.02280701813527314,0.03346098942196851,0.031558723764414646,0.041647898437071805,0.01663032970081571,0.028025545627769207,11.464425166301869
-0.009956006486023057,0.03152077825176278,0.07521871935539398,0.04453813865675015,0.006222948406878629,0.02801858777528341,12.461055790544702
-0.01142102234860018,0.031215926385268395,0.02585946205542269,0.04365983270547321,0.01849603160244152,0.027309675478972395,13.352348165878231
-0.015534406883750105,0.03216318123703299,0.05312236563104868,0.0520680554723465,0.00865439721248052,0.02848610830516774,14.540186234231973
-0.00039395697021091995,0.02768548534377502,0.08869302893871692,0.05185974469383089,0.001691729659901057,0.025373477764632092,16.225366370508798
-0.00860452331661369,0.03252095739010932,0.04032431363680066,0.046995629872743874,0.0390052407209399,0.02893885268223066,18.29734623730859
-0.014479896219405979,0.03554872354832631,0.0941951402601613,0.05024083757149644,0.005815948623906043,0.0314948818234675,20.224692877134817
-0.03168783212981531,0.03421470183581006,0.042817713617795246,0.03817749930999499,0.0005203986727992481,0.04030061919930084,23.03035435658158
-0.02747626336925192,0.030724471719441933,0.0610071490706344,0.04327796787782918,0.0044678842635605944,0.024779530313909247,24.54119521035482
