beta,CL,CD,CL/CD,CS,CMx,CMy,CMz
0.0,0.9082533366895077,0.07118875084905793,12.758382832356258,-1.973075762087293e-13,-7.301835288026876e-14,-0.008037719043777666,3.6758957442582047e-14
1.1111111111111112,0.907687913111567,0.07128310614577434,12.733562862080397,-0.018219722966245928,-0.00373091579411292,-0.008185698417422019,-0.009305171205593835
2.2222222222222223,0.9060005141533006,0.07156766149950965,12.659356127760416,-0.03647122910500137,-0.007492299947353485,-0.00863202625269493,-0.018608668983253557
3.3333333333333335,0.9031100044515409,0.07204725962823455,12.534966758091958,-0.05472932746623032,-0.011305166913486743,-0.009371103728214166,-0.027887269960024018
4.444444444444445,0.8990792787724584,0.07271463267642084,12.364489039961866,-0.07295999209493792,-0.01519243953032931,-0.010429000558945809,-0.03712594019572387
5.555555555555555,0.8684035420785755,0.07800904649336407,11.13208763745686,-0.08497928083810354,-0.016347869145090933,-0.007375363371267863,-0.043176732075120794
6.666666666666667,0.8609180533202427,0.07939287332320347,10.843769941610486,-0.10269068471724953,-0.02051211069246447,-0.008505107092666633,-0.05189704333710496
7.777777777777779,0.8531074055623878,0.08070124799242305,10.571179836555752,-0.12049880603194,-0.024941346661150315,-0.010165952820155177,-0.06058334439274758
8.88888888888889,0.8229780224129041,0.08616799215304355,9.550855275253568,-0.1278706037422702,-0.025726778272435386,-0.007889293810200792,-0.06272379820704528
10.0,0.809772923101456,0.09165164213230657,8.83533458061213,-0.13427558758941274,-0.03762994034922292,-0.006969968263435072,-0.06511052381015452
