CL,CL_ci,CD,CD_ci,CS,CS_ci,beta
0.5949368425725245,0.008234734043883463,0.15710445204051812,0.0071261418883712775,0.15278890800113742,0.0075326960116639825,-20.06967097810398
0.6602005321439218,0.009246099577927706,0.12374582441395846,0.00655716878552286,0.12225925403836052,0.007964601163419505,-14.055749608545222
0.672648731210827,0.010074072998692991,0.07987448022883836,0.008590795976052059,0.14494115196968047,0.00926570446750787,-12.066092440592415
0.6695629134069206,0.008494128499317506,0.05966730143852399,0.007702084150810559,0.13802017791799615,0.007691709688046926,-10.062936511029717
0.6895214002120356,0.008314101858238478,0.0729956578487773,0.006859145478365002,0.13404746686275468,0.008790330639600956,-8.061124974652081
0.7105526931071183,0.009716208458656436,0.0827811963419711,0.009706842656497268,0.0907393967864435,0.009852101729020346,-6.041376711237635
0.7217468418027099,0.009802980348252877,0.07583804340948125,0.008362627455804957,0.03633463133147699,0.01040113797653662,-4.0165684102139965
0.7332408273273048,0.009867067249760114,0.07104079418019768,0.008123537114374198,-0.0008596522065417511,0.012096747107211162,-1.999608002892078
0.7430356350927991,0.009465755795905533,0.08664306372317211,0.009633413459228232,-0.01258875320269827,0.008899862430882434,0.005740408516664398
0.7348563400464782,0.0099575476045116,0.07418298317765336,0.009980227379242508,-0.03601049850130377,0.009295878497760613,2.016420607264102
0.7317017269223207,0.010287333769808631,0.08803185699393108,0.011533515012585604,-0.07956400107251654,0.009145596888956775,4.036280786669062
0.7228201073779846,0.009525120894749618,0.07793190227606928,0.008821223580565718,-0.11933939622399921,0.009102552608680946,6.054418167981162
0.7044362487871086,0.008836147724992027,0.06496555066552083,0.010019058244179643,-0.16232364820111655,0.009516869276370759,8.074018771961468
0.6994023602633075,0.00986281672938972,0.10539468050277191,0.008684339581520727,-0.14735838551815378,0.009334528547714256,10.067194687004351
0.6857410285359967,0.010910792784959747,0.11162330899582171,0.009754172410802408,-0.12387944483099428,0.009973477260409147,12.056488407445709
0.676104359442622,0.009437547938543237,0.12681970754294236,0.008464465230573676,-0.15143883342495817,0.008770438579244635,14.069055350847615
0.6332186794908031,0.009726209786985181,0.17164493542918002,0.009182779307659636,-0.16792672103645495,0.006746875836130379,20.076573745159017
