beta,CL,CD,CL/CD,CS
0.0,0.9117541215106653,0.07427046000718139,12.276134029902407,6.768371749027915e-13
1.0526315789473684,0.906277327014988,0.07522868811074114,12.046964393169976,-0.01664053616315727
2.1052631578947367,0.9006185025646541,0.07627548218227956,11.807444237617513,-0.030414291865375396
3.1578947368421053,0.897640560526293,0.07689583156737109,11.6734619059271,-0.0443911033885498
4.2105263157894735,0.8939685838084827,0.07781040859074849,11.489061682099608,-0.05820877963096918
5.263157894736842,0.8671566297694728,0.08071978154726905,10.742801989146498,-0.06200149699616237
6.315789473684211,0.858244709415786,0.08322260875285709,10.312638864331706,-0.07462712849282656
7.368421052631579,0.8375600051696171,0.08811779471799033,9.50500415778811,-0.08221237322035965
8.421052631578947,0.8203370945573659,0.09163355520890266,8.952365677476912,-0.09293454143046528
9.473684210526315,0.8029809719495304,0.09482244446919792,8.468258506142714,-0.09967548142771308
10.526315789473683,0.7893923707750099,0.10091920980368367,7.82202290634856,-0.11013853363841233
11.578947368421051,0.7719817336984718,0.10192312165238193,7.574157082152425,-0.11881777013727776
12.631578947368421,0.7547559880530055,0.10809233818117107,6.9825114411714955,-0.12346426837843569
13.68421052631579,,,,
14.736842105263158,,,,
15.789473684210526,,,,
16.842105263157894,,,,
17.894736842105264,,,,
18.94736842105263,,,,
20.0,,,,
