sideslip,C_L,C_S,C_D,C_roll,C_pitch,C_yaw,Rey,vw,aoa_kite,C_L_std,C_S_std,C_D_std,C_roll_std,C_pitch_std,C_yaw_std,aoa
20.0,0.206279890832932,-0.2415174080280181,0.8853414568048198,0.08529127264253114,-1.0617129513062762,-1.005848801657417,417447.7177458815,15.0,-11.3,0.10085940432023273,0.0951217559480209,0.08904755303238981,0.22328248049705277,0.2696658313237506,0.22233837456072614,-12.2
-20.0,0.1941924417365638,0.2481591388081107,0.8607471783815135,-0.07257998693105351,-0.9725400594219389,1.0105075929904506,553898.9778937981,20.0,-11.3,0.08702598390605878,0.06168239197123457,0.10506342133158701,0.14091976196951442,0.22200798158530333,0.14826411930941796,-12.2
-14.0,0.19025986888653743,0.14791256009918768,0.7635406628599494,-0.07822792436489402,-0.9122974594480898,0.6708273717738175,550473.6344116551,20.0,-11.3,0.08369902344882463,0.0625883640407505,0.08034110251176291,0.1334623537881787,0.22198294680206612,0.14252052883623478,-12.2
-12.0,0.1872865957709086,0.10797888605419856,0.7369143535083308,-0.08301019743959634,-0.9003260496926603,0.5548967450553662,549091.2295035396,20.0,-11.3,0.08859336520391685,0.061904827808610945,0.08503244823761918,0.1442170424219207,0.23417757981349446,0.1468797480939467,-12.2
-10.0,0.18534409784857364,0.07396180661056079,0.707475292646237,-0.08023490007373962,-0.886894568895985,0.4542732180614791,549262.685885277,20.0,-11.3,0.09461792475934475,0.06416913546496995,0.10696773069311295,0.1428058119390258,0.25694175569206085,0.15235432961433543,-12.2
-8.0,0.18893205081046424,0.0559267121856945,0.6826934383213945,-0.05701202038130254,-0.8937981959255927,0.3816335770831643,547923.4807593976,20.0,-11.3,0.09354997747429625,0.0743883913468207,0.11031241596870119,0.17928800314595517,0.2623846222107014,0.17180872952922954,-12.2
-6.0,0.19063117843807056,0.057061625410669704,0.6532589633315677,-0.02493713002627367,-0.897801165508201,0.3254430192182303,550133.9637881799,20.0,-11.3,0.09683302979456335,0.08101135091280882,0.08378787413319223,0.21750234225134563,0.26646242884825233,0.19616979653136626,-12.2
-4.0,0.1914833774764296,0.06097879088765786,0.6387292000296743,-0.009221592281572667,-0.8952251356814497,0.2718895835137705,549157.1387744935,20.0,-11.3,0.08823621778893119,0.1062498470958017,0.08571655313671872,0.3028376667451281,0.24710955651444458,0.261156071729472,-12.2
-2.0,0.19099589156908753,0.043288341494159374,0.6204974997692762,-0.0028668766901018545,-0.8802208271750472,0.16404132155066142,551684.5389303932,20.0,-11.3,0.09062128755487607,0.09261981059230144,0.11875486725718708,0.2561235019468866,0.266511984535513,0.22824140618743555,-12.2
-0.0,0.19343625028416708,0.005160171973697243,0.6187677573666444,-0.006261295212082159,-0.8855391022857868,0.0065523689474216214,551174.7870893716,20.0,-11.3,0.08850508943410916,0.0849884183747927,0.10683991344899582,0.22364941492171866,0.2506133067397775,0.2070225664058992,-12.2
2.0,0.18977730640667884,-0.02769162171891581,0.6137445073378899,-0.010345942092477467,-0.8731362913932085,-0.13625860743696097,552637.8346680843,20.0,-11.3,0.08630671818470705,0.08841870988805248,0.10054505800133456,0.2443183146908626,0.2527751055414894,0.21807509109245624,-12.2
4.0,0.19060272829237612,-0.03844983442448989,0.6244811711861286,-0.005491101540114172,-0.8842791515116721,-0.22312201314392874,552128.5809980043,20.0,-11.3,0.09381195323179331,0.09503208451401059,0.10499553339452351,0.24734714424718568,0.26812466856480816,0.2284000536420565,-12.2
6.0,0.19411498834792684,-0.04324912421326363,0.6520998742854389,0.006116214451040648,-0.9114154076832903,-0.2913353560352895,550791.4007406333,20.0,-11.3,0.09386878906447119,0.09422968889253355,0.08551133035831969,0.24185601306408536,0.2587162264829639,0.22566998679850106,-12.2
8.0,0.19952455023150387,-0.0493590146493703,0.688459623561501,0.04411532789198432,-0.9412695984160306,-0.35801062014283025,549963.5579539489,20.0,-11.3,0.08947096021354371,0.08163568753181329,0.10076560176187989,0.20142815341883125,0.25290889355290486,0.1935918789749088,-12.2
10.0,0.19986746245965759,-0.06987020173141262,0.7131611890952594,0.07089307989948154,-0.9444698205770242,-0.43529981020564557,548986.786264006,20.0,-11.3,0.08739510523567864,0.07178251596381609,0.08549897659063774,0.17413129414135534,0.23868267506601967,0.1705482838524477,-12.2
12.0,0.19819631504552931,-0.09986341028987016,0.7329587594417611,0.08116864976090181,-0.9424314642307874,-0.5230632199400882,552062.4077398023,20.0,-11.3,0.0881517788938448,0.0701985169950926,0.0896432710388728,0.15873702389674452,0.23068835869302345,0.15741568816779794,-12.2
14.0,0.20027079530404066,-0.13473819988467797,0.7655149956292755,0.08822126706213834,-0.9666216313564767,-0.6316771641511699,552062.4077398023,20.0,-11.3,0.08105901172425678,0.06759396944848813,0.07130562302570685,0.15692757146837163,0.21232616528771386,0.16028101007079468,-12.2
20.0,0.19449631869435166,-0.23139793257112312,0.8739976339678655,0.09187167590114143,-1.017843835381811,-0.9757264567241252,549071.4105994116,20.0,-11.3,0.08133901738962286,0.06059650363519692,0.08428506989645475,0.15499332603515115,0.20826883692008064,0.15478590878732704,-12.2
-20.0,0.1850770413944716,0.24845088006640562,0.8576313453557898,-0.07094158131139394,-0.9381363319709705,1.0082004722826678,677408.8492923054,25.0,-11.3,0.06941102945884566,0.04924933021915046,0.0828453147392376,0.11257715795189807,0.18185010693497103,0.12514156895084416,-12.2
-14.0,0.18727969089202925,0.1420692924775346,0.7562467286792096,-0.0810733331141508,-0.8986582528886388,0.6551919000639951,680293.3683587734,25.0,-11.3,0.0691958806978728,0.053670752274559884,0.08560049473778285,0.11700249710583994,0.18952776372719177,0.13401536505553294,-12.2
-12.0,0.18355944047666767,0.10637668620080679,0.7251127384654541,-0.08030152336341849,-0.8793550072651385,0.5483353003574698,681332.491983879,25.0,-11.3,0.07020871190902621,0.054089289963625976,0.08646049127868852,0.12747898096510094,0.1966964830476922,0.13498113584403837,-12.2
-10.0,0.181439216060993,0.07450272958740595,0.6934689090424063,-0.07178499969178824,-0.8597810862878059,0.4480854535387462,680786.7711252617,25.0,-11.3,0.07457951252499152,0.057039999552758264,0.08785308687389622,0.12798553539860016,0.20666908921840782,0.1367693310891356,-12.2
-8.0,0.17973456059490653,0.05174291039180605,0.6648489682239366,-0.05243723258240961,-0.8575330056615703,0.36473714223314385,682634.6253434339,25.0,-11.3,0.07508299184086172,0.05729811604834095,0.09531827865207822,0.13893966228332272,0.20836587568975323,0.13944760330492884,-12.2
-6.0,0.18754055316814092,0.0634928981329768,0.6580685989001547,-0.02078486992935029,-0.8890651193488947,0.3378061400888139,676286.8216281879,25.0,-11.3,0.08551379055606202,0.06492380753054744,0.11110282936036547,0.16429379141977082,0.24538439172397375,0.1618211076846036,-12.2
-4.0,0.18962588600724062,0.06410924130968755,0.6335521954338509,-0.006799626912772127,-0.8795605231077319,0.27346390288113476,680606.4171015985,25.0,-11.3,0.10184837856213315,0.07649794152485262,0.10701389679706665,0.20725016127389437,0.2868198157771141,0.1915942624239648,-12.2
-2.0,0.19002807391408333,0.04548494583833355,0.62367116486752,0.00010838074335795886,-0.8767056319117544,0.16757619578220348,681426.0956448762,25.0,-11.3,0.13447105446850594,0.09232177170201737,0.09861156541609341,0.2558674454687165,0.36674518989938626,0.2374647824621797,-12.2
-0.0,0.19009700466610324,0.0057143775303155914,0.6158275546645146,-0.006588333075135046,-0.8766549925589336,0.007390343029096099,684368.8690803738,25.0,-11.3,0.17153717525793324,0.10708133519580322,0.09262531640867479,0.2910595718640386,0.4583084904735088,0.2711646603719565,-12.2
2.0,0.19478181077695633,-0.02591111738528875,0.6243747801764112,-0.003513731839019152,-0.8911766517781219,-0.12948911971251914,681308.8333473324,25.0,-11.3,0.19234895385897924,0.08741519804579194,0.1061144280834818,0.23841734683993218,0.5249210714056571,0.22387286464469983,-12.2
4.0,0.19282983281484045,-0.04214264177700278,0.6248526929349002,-0.004582634957053734,-0.8899722680117215,-0.22717655743163367,686431.0402838973,25.0,-11.3,0.10697234702223886,0.07022532922494434,0.09333125133378907,0.1762152856576803,0.30048522580528414,0.17427276286345958,-12.2
6.0,0.1957185439437525,-0.04560505393681136,0.65415337109499,0.007822142310326439,-0.9083492914758949,-0.29181221457045636,680850.1239343799,25.0,-11.3,0.08566981299011568,0.07394414653730713,0.11944325875852148,0.17728519409447563,0.2674664241335328,0.17633288561036176,-12.2
8.0,0.1979056003290199,-0.05289116318580468,0.6766321228147716,0.04078177705157527,-0.9196596381232727,-0.355527982424548,685492.2690824404,25.0,-11.3,0.07577966917836006,0.06445825994905428,0.08668247324655066,0.16231535464465172,0.21613509256269992,0.15775315843492052,-12.2
10.0,0.2046253670366701,-0.06992935414809809,0.7246038613383767,0.07588016390352458,-0.9583827012305949,-0.4379017010513214,676398.9415678767,25.0,-11.3,0.0702848514422336,0.06827091974434937,0.0804441869720521,0.160645160018801,0.19954448103354444,0.16426934045869582,-12.2
12.0,0.20100507652022792,-0.09785044627644025,0.7443244536576222,0.0910307858916785,-0.9571778062404034,-0.5237906093428426,681825.5914380007,25.0,-11.3,0.07241348543079779,0.058262958570341576,0.06702957035208508,0.1428227324415977,0.19126479163294127,0.14222337297002294,-12.2
14.0,0.2039391189231863,-0.13259260732641848,0.7753037977501835,0.09712969784614037,-0.9772958680420721,-0.6300039759858244,682031.6692688107,25.0,-11.3,0.07451675700485456,0.06289498557078918,0.10146855317447737,0.14379405956859814,0.2128574011598361,0.15183196037137872,-12.2
20.0,0.1919696870271795,-0.22559384498871352,0.8537541803593561,0.1010806988451452,-0.9876451697104137,-0.948535936733607,689369.5418365665,25.0,-11.3,0.06903097422463988,0.060665351229428004,0.09017947565355448,0.13989324045208168,0.18931173891351946,0.14113065080224907,-12.2
-20.0,0.22176586421386113,0.38297481142031303,0.8786721129300226,0.24275644099592536,-1.3847059356489602,1.3899740431169618,139204.23469849836,5.0,3.6,0.7514066645627225,0.0862147776959859,0.1043606795714264,0.7745437468280415,1.8431238966828711,0.2232996654289259,2.6
-14.0,0.22638655401831376,0.24249723735604226,0.7783801190476494,0.12896680541570324,-1.3181418144755546,0.9392798118321906,139204.23469849836,5.0,3.6,0.7397645329380016,0.0999897789462926,0.13286300427733796,0.6017262519291293,1.8790006941127744,0.26049124923773276,2.6
-12.0,0.21435560147119645,0.1865441732178941,0.7387599499075401,0.09076844121373706,-1.2518009974489022,0.7676651459807244,139204.23469849836,5.0,3.6,0.7455582291903666,0.10088258418316451,0.1355075231208437,0.533286594444511,1.9085127627236502,0.24126312047234144,2.6
-10.0,0.22353855023735364,0.1327719005026409,0.7159214282359245,0.04296426328025153,-1.2766604059980156,0.6181437874001945,139204.23469849836,5.0,3.6,0.7287574186104688,0.08037873694026546,0.13684211191777013,0.4772065067429808,1.8812183581454132,0.2084304052575224,2.6
-8.0,0.21223637294579123,0.09586716790363195,0.6827984177808591,0.04024315864652888,-1.2215470363978762,0.4886623558654332,139204.23469849836,5.0,3.6,0.7327171013332705,0.08384817547227265,0.13006364068259904,0.41178972044661116,1.9020818404804607,0.20610118734770724,2.6
-6.0,0.2312822316238847,0.09776556314064326,0.6626560055281053,0.04329595694802469,-1.2559898397434406,0.414671084647503,139320.91888516935,5.0,3.6,0.6951918832489463,0.10821816272501406,0.1206544692163665,0.3537318571438625,1.814569838587994,0.23154423010805175,2.6
-4.0,0.23975661116035282,0.07812096882406354,0.6506838215770334,0.029034732783130842,-1.267603001315855,0.3114808280940411,139320.91888516935,5.0,3.6,0.7125418410823767,0.08509876431796622,0.12047313231876161,0.32100541792260645,1.8648051152036955,0.1995514137943048,2.6
-2.0,0.21644944083567338,0.052113218407123865,0.6350070177640481,0.010685398915444238,-1.1983508702027994,0.18874039023680012,139320.91888516935,5.0,3.6,0.7276267463113213,0.0963329477187935,0.13905438133842357,0.28678437629363157,1.9140140260025784,0.212976138914805,2.6
-0.0,0.2407774193141484,-0.006378838679024092,0.6279620856886423,-0.05008736649015981,-1.2660868792371671,-0.03274362385833202,139320.91888516935,5.0,3.6,0.7181058921506811,0.07407052596235313,0.15008714848422758,0.25531904040905984,1.8940978954195833,0.18567637077808283,2.6
2.0,0.2384949392593672,-0.040711607361992405,0.6412402012287812,-0.07577789436466292,-1.271306207839117,-0.18111547466149508,139310.1593322119,5.0,3.6,0.7024688369552351,0.08210597145855487,0.1511968251289071,0.2436690422862884,1.8564517209097124,0.18903598524593146,2.6
4.0,0.22614199640760613,-0.08057654255053999,0.654431448948474,-0.1213098664430265,-1.2616725177873125,-0.33898370345230094,139310.1593322119,5.0,3.6,0.7023605965867213,0.09416420817071533,0.13268110168138106,0.25597106328387753,1.85187404564332,0.20634823498882018,2.6
6.0,0.23713266881216022,-0.0963353433686901,0.6741163401799775,-0.13006872462130176,-1.3172357509808985,-0.44596137343018105,139310.1593322119,5.0,3.6,0.7106288231828876,0.08908260538510143,0.1664922916365059,0.275643523677444,1.8758000062785924,0.2107437463681131,2.6
8.0,0.2325603732946117,-0.11462925873612834,0.7117467017452203,-0.1214021775617238,-1.3453961535352943,-0.5484972543126392,139310.1593322119,5.0,3.6,0.7002434141732864,0.08297082728061354,0.14561654926092055,0.3036198026338271,1.8414186490460156,0.19530177337175003,2.6
10.0,0.2337913382859087,-0.15225024806886467,0.7439688550022381,-0.1372846795864119,-1.3818116116841446,-0.6764945526585325,139310.1593322119,5.0,3.6,0.720278109484913,0.08519939414987197,0.12137162474720535,0.36435882152150495,1.8806500135063489,0.21107203249491335,2.6
12.0,0.24480176470469012,-0.2036413765767282,0.7841506147259835,-0.16153296012622437,-1.4512387675306184,-0.8377136752861291,139310.1593322119,5.0,3.6,0.7191471239191051,0.08506571258591342,0.13926225836545733,0.41309179289904296,1.8716676686781732,0.20985594084125914,2.6
